,ID,Game,ReleaseDate,Developer,Publisher
80,1072040,Panzer Corps 2,2020-03-19,Flashback Games,Slitherine Ltd.
81,206190,Gunpoint,2013-06-03,Suspicious Developments,Suspicious Developments
82,233450,Prison Architect,2015-10-06,"Double Eleven, Introversion Software",Paradox Interactive
83,110800,L.A. Noire,2011-11-08,"Team Bondi, Rockstar Leeds",Rockstar Games
84,25800,Europa Universalis III Complete,2009-02-04,Paradox Development Studio,Paradox Interactive
85,530390,Slayaway Camp,2016-10-25,Blue Wizard Digital,Blue Wizard Digital
86,20710,Mr. Robot,2008-11-03,Moonpod,Moonpod
87,248610,Door Kickers,2014-10-20,KillHouse Games,KillHouse Games
88,48240,Anno 2070,2011-11-17,"Blue Byte, Related Designs",Ubisoft
89,348490,Beyond Sol,2015-06-30,Praxia Entertainment Inc,Praxia Entertainment Inc
